tweet_id,author_name,text,retweet_count,favorite_count,created_at,hashtags,location,source
1274829394981388296,Steve Scalise,"🚨 Alarming Data 🚨
→ 40% of COVID deaths have come from nursing homes
→ 20,000 deaths were avoidable

Numbers don't lie. Cuomo does.

He violated protocol &amp; forced COVID patients into nursing homes—now he's trying to cover up the horrific outcome.

He must be held accountable. https://t.co/WLX927GPPS",15478,24173,2020-06-21 22:19:47,[],"Jefferson, LA",Twitter for iPhone
1274816278197342209,Eric Feigl-Ding,Holy moly- I’m crying for MEXICO 🇲🇽. The over 50% is the *POSITIVITY* percentage!!! More than half of all who get a test are positive. Even in the worst periods of NYC or Madrid or Lombardy... they never approached 50% positivity!! Mexico may be undergoing unprecedented #COVID19. https://t.co/1p7DaaHCVz,22241,30832,2020-06-21 21:27:40,"[{'text': 'COVID19', 'indices': [271, 279]}]",Northern VA & Washington DC,Twitter for iPhone
1274740131379982341,Bernie Sanders,"Trump had a bad night in Tulsa. Very low turnout. Even his supporters know that COVID-19 is real and dangerous, and should not be spread at an indoor rally. More importantly, maybe people are catching on that he is a pathological liar and a fraud. Let's keep fighting.",55533,434203,2020-06-21 16:25:05,[],Vermont,Twitter Web App
1274777703128981504,Sue Perkins,"Over 20,000 student nurses joined the fight against Covid. THis is how this government views their invaluable contribution.... https://t.co/qZPHA91I5f",5950,20048,2020-06-21 18:54:23,[],,Twitter for iPad
1274774986150969344,Steve Kerr,"There were so many directions he could have gone- Covid-19, unemployment, the murder of George Floyd, systemic racism, global warming, etc. Instead he chose the ‘whiny victim’ route. THIS is our president????? We deserve better. Register to vote. https://t.co/zMdYhSBOMh",11619,63672,2020-06-21 18:43:35,[],,Twitter for iPhone
1274756425495875584,Tony Leachon MD,How to solve covid PH crisis 1. Sense of urgency mindset 2. Real time and granular data 3. Ramp out testings 4. Speed up contact tracings 5. Build up broad guiding coalition 6.  Good and inspired  leadership and governance 7. Mobilize medical community.,2947,10761,2020-06-21 17:29:50,[],,Twitter for iPhone
1274817589978464256,Andy Slavitt @ 🏡,"An estimated 51,000 fathers have died of COVID in the US.

I invited people today who have lost their dad (not just from COVID) to text me a picture &amp; their 3 favorite words to describe him to 952-234-6315.

Feel free to send.",3607,13364,2020-06-21 21:32:53,[],"Edina, MN",Twitter for iPhone
1274737247187853313,Adam Schiff,"Trump asked Russia for help in his election. He coerced Ukraine.

And now according to Bolton, Trump asked China, too:

Begging President Xi to help his reelection in exchange for trade concessions.

No wonder he praised China's handling of COVID.

Congress must expose it all. https://t.co/COTlTZ2Etz",6128,17730,2020-06-21 16:13:37,[],"Burbank, CA",Twitter Media Studio
1274836993747431424,Eric Feigl-Ding,⚠️New world record. The pandemic is heating up. Some called me a fear monger. It’s not fear mongering if the coronavirus crisis is truly getting worse &amp; can further accelerate. Prudent alarmism saves lives. Let’s not underestimate #COVID19 - it preys on complacency. #WearAMask https://t.co/5d2dI5C3x1,1517,2997,2020-06-21 22:49:59,"[{'text': 'COVID19', 'indices': [235, 243]}, {'text': 'WearAMask', 'indices': [271, 281]}]",Northern VA & Washington DC,Twitter for iPhone
1274687830145609728,Walter Shaub,"Trump was not telling a joke when he said he slowed down testing for COVID-19 to conceal its spread. No sensible person can watch the video and think he was joking. 

The President of the United States killed Americans in an effort to improve his election chances.",16848,49882,2020-06-21 12:57:15,[],,Twitter Web App
1274838896929574912,Adam Schiff,"Happy Father's Day to all the dads out there, and especially to my 92 year old father Ed, who I've been unable to visit in person because of COVID-19.

Difficult times reinforce just how important family is, near or far. I'm grateful to spend today with some of mine. https://t.co/Bzvt2DI5Mn",1839,22029,2020-06-21 22:57:33,[],"Burbank, CA",Twitter for iPhone
1274837153621569537,🇺🇸Eric Carmen🇺🇸,"Question being posed 2 guests on MSM today: ""Are you concerned about the spike in Covid since the states have ""re-opened?"" Not: ""Are you worried about the ""spike"" in Covid since the ""protests, riots""and looting?"" As if the protesters, rioters and looters played no part at all. 😏",968,2395,2020-06-21 22:50:37,[],USA,Twitter Web App
1274837944537407488,Finn Bálor,"In less than a year he had a triple heart by pass, a replaced hip and beat Covid-19. 
Brock Lesner is next 🤪#happyfathersday https://t.co/t73lXT9iiZ",2264,31704,2020-06-21 22:53:45,"[{'text': 'happyfathersday', 'indices': [108, 124]}]",,Twitter for iPhone
1274737213507547136,Andy Slavitt @ 🏡,"Governors— we have data now that contact tracing &amp; testing REDUCE the spread of COVID-19.

It’s June 21. What are you going to do about it? https://t.co/xusAgY4JV1",2917,7812,2020-06-21 16:13:29,[],"Edina, MN",Twitter for iPhone
1274712962108923904,Maria Bartiromo,"Happening now: #AG Barr -Durham probe got delayed bc of covid19, no grand juries. Shd have developmebts in case by end of summer @SundayFutures @FoxNews @MorningsMaria @FoxBusiness",1637,4611,2020-06-21 14:37:07,"[{'text': 'AG', 'indices': [15, 18]}]","New York, NY",Twitter for iPhone
1274682110608097280,"Scott Gottlieb, MD",Bernstein Research finds correlation between density of state's contact tracing and testing and scope of continued spread of Covid. Also finds correlation to Google mobility data. States with higher mobility and low testing and tracing are more likely to be experiencing outbreaks https://t.co/8t1UwLecyz,847,1797,2020-06-21 12:34:32,[],"Washington, DC",Twitter Web App
1274679887593381888,Jonathan Lemire,"Trump’s comeback rally in Tulsa was meant to be a show of defiant political force.

But it resulted in thousands of empty seats and questions about his campaign and re-election message while COVID-19, far from defeated, again reached his own staff  https://t.co/reD0Bts7O2",875,3088,2020-06-21 12:25:42,[],NYC/Washington,Twitter for iPhone
1274674893389348864,KKMPutrajaya,"Updated list of private clinics and private hospitals 🇲🇾 allowed to do #COVID19 screening as of 19 June 2020. 

https://t.co/KLQdVfQCFW https://t.co/kohNDW5jCq",290,409,2020-06-21 12:05:51,"[{'text': 'COVID19', 'indices': [71, 79]}]",Putrajaya,Twitter for Android
1274687038181302272,Dr. Miguna Miguna,Happy Father's Day @JackMa! Are you aware that all the billions of shillings' worth of #COVID19 equipment and materials you donated to suffering Kenyans have been stolen by Despot Uhuru Kenyatta and his men? #uhurumustgo,606,4794,2020-06-21 12:54:07,"[{'text': 'COVID19', 'indices': [87, 95]}, {'text': 'uhurumustgo', 'indices': [208, 220]}]",mm@migunamiguna.com,Twitter Web App
1274686681543839746,Presidency Nigeria,"UPDATE: As of today, @NigeriaGov has paid N4,642,485,146.00 (4.642 billion Naira) as Special Hazard Allowance to a total of  55,031 Health workers in 35 Covid-19 designated hospitals and medical centres. Additional payments are currently being processed.",441,1115,2020-06-21 12:52:42,[],"Federal Capital Territory, Nigeria",Twitter for iPhone
1274499021625794565,Alexandria Ocasio-Cortez,"Actually you just got ROCKED by teens on TikTok who flooded the Trump campaign w/ fake ticket reservations &amp; tricked you into believing a million people wanted your white supremacist open mic enough to pack an arena during COVID

Shout out to Zoomers. Y’all make me so proud. ☺️ https://t.co/jGrp5bSZ9T",114566,607501,2020-06-21 00:27:00,[],"Bronx + Queens, NYC",Twitter for iPhone
1274676008411639808,Gregg Gonsalves,So White House reporters--how do you spin this one to give him the benefit of the doubt? @realDonaldTrump is deliberatly sabotaging the response to #COVID19. He said it. Out loud. https://t.co/KxO6nQEWsQ,296,813,2020-06-21 12:10:17,"[{'text': 'COVID19', 'indices': [148, 156]}]","New Haven, CT",Twitter Web App
1274674524424998912,NCDC,"Nigeria is now at community transmission meaning that people getting infected cannot identify the source of #COVID19 infection

We all need to do all we can to protect ourselves &amp; loved ones even if you feel fine

#TakeResponsibility https://t.co/uqIKLSUGSf",408,603,2020-06-21 12:04:23,"[{'text': 'COVID19', 'indices': [108, 116]}, {'text': 'TakeResponsibility', 'indices': [218, 237]}]","Abuja, Nigeria",Twitter for Android
